loan_id,customer_id,branch_id,loan_type_id,disbursement_date,due_date,loan_amount,interest_rate,emi_amount,paid_amount,outstanding_balance,loan_status,default_flag
L00254,C0220,B011,5,28-03-22,27-03-24,558796,14.08,5122.3,232537.3,326258.7,Defaulted,Yes
L00255,C0249,B024,5,03-08-23,31-07-32,4138845,13.41,37939.41,3114374.58,1024470.42,Closed,No
L00256,C1015,B005,2,24-02-22,23-02-25,1820205,9.91,16685.21,1115806.09,704398.91,Active,No
L00257,C0412,B004,1,15-11-22,15-11-23,154113,8.72,1412.7,130147.42,23965.58,Closed,No
L00258,C0971,B001,5,04-05-22,02-05-30,4460587,10.63,40888.71,1237772.34,3222814.66,Active,No
L00259,C0482,B027,5,05-05-22,04-05-27,2615942,14.07,23979.47,1369827.22,1246114.78,Defaulted,Yes
L00260,C0886,B005,6,29-11-23,28-11-24,3783688,8.98,34683.81,3357838.12,425849.88,Closed,No
L00261,C1120,B007,4,18-04-24,16-04-32,2118986,9.82,19424.04,713293.9,1405692.1,Closed,No
L00262,C1368,B009,4,15-11-23,13-11-30,939025,13.08,8607.73,908293.65,30731.35,Active,No
L00263,C0058,B010,4,20-04-22,19-04-24,3992009,12.01,36593.42,2129805.36,1862203.64,Active,No
L00264,C1346,B020,4,12-01-22,12-01-23,4969906,14.76,45557.47,2197738.43,2772167.57,Closed,No
L00265,C0568,B001,2,30-12-22,28-12-28,1268562,11.51,11628.49,728567.74,539994.26,Closed,No
L00266,C1076,B013,5,31-05-24,31-05-26,4321194,8.9,39610.94,1592896.3,2728297.7,Defaulted,Yes
L00267,C0942,B023,2,05-06-22,04-06-27,3051674,13.78,27973.68,2211690.69,839983.31,Active,No
L00268,C1322,B016,4,06-11-23,04-11-31,2641160,12.35,24210.63,2479472.28,161687.72,Active,No
L00269,C1350,B017,3,04-07-22,03-07-25,4932164,13.08,45211.5,3781984.08,1150179.92,Active,No
L00270,C0827,B003,1,26-08-23,25-08-24,4971472,14.32,45571.83,2378730.91,2592741.09,Closed,No
L00271,C1392,B016,3,12-06-22,11-06-26,2043676,15.35,18733.7,566573.11,1477102.89,Active,No
L00272,C1492,B029,4,07-04-24,06-04-31,2084888,14.88,19111.47,592828.41,1492059.59,Closed,No
L00273,C0150,B015,3,05-03-22,02-03-32,2201210,12.55,20177.76,641826.67,1559383.33,Closed,No
L00274,C0774,B005,6,31-01-22,29-01-32,1560181,11.95,14301.66,712889.4,847291.6,Closed,No
L00275,C0462,B007,6,20-07-22,19-07-25,2218081,10.97,20332.41,1315061.22,903019.78,Closed,No
L00276,C1370,B004,2,26-06-23,25-06-24,1713094,13.98,15703.36,460504.74,1252589.26,Active,No
L00277,C0148,B011,2,06-01-22,04-01-31,3116216,11.47,28565.31,2553765.62,562450.38,Active,No
L00278,C0722,B012,5,02-05-24,30-04-33,1840424,14.33,16870.55,1207863.01,632560.99,Active,No
L00279,C0146,B019,1,31-03-24,31-03-27,663334,13.76,6080.56,365564.99,297769.01,Closed,No
L00280,C1232,B018,3,02-11-22,02-11-23,946519,9.29,8676.42,278600.29,667918.71,Active,No
L00281,C0324,B010,1,24-10-22,22-10-31,2208743,12.1,20246.81,1131629.88,1077113.12,Active,No
L00282,C0818,B020,1,23-05-24,21-05-33,4443283,13.08,40730.09,4200889.65,242393.35,Active,No
L00283,C0539,B021,1,24-04-22,24-04-23,4988650,10.2,45729.29,2877368.34,2111281.66,Defaulted,Yes
L00284,C0286,B007,5,25-09-22,23-09-28,1782010,14.89,16335.09,833326.68,948683.32,Closed,No
L00285,C1155,B029,5,11-11-23,10-11-24,622849,10.27,5709.45,241972.95,380876.05,Active,No
L00286,C0166,B029,5,14-03-22,12-03-30,3591675,15.07,32923.69,2437016.51,1154658.49,Closed,No
L00287,C0462,B021,3,05-10-22,03-10-29,450148,11.32,4126.36,127503.96,322644.04,Active,No
L00288,C0402,B018,5,11-03-24,10-03-31,2010548,12.96,18430.02,436599.77,1573948.23,Active,No
L00289,C0773,B023,2,26-01-24,24-01-31,251790,13.11,2308.07,161648.37,90141.63,Active,No
L00290,C1261,B029,3,17-07-23,15-07-29,1255702,9.05,11510.6,367250.84,888451.16,Active,No
L00291,C0021,B008,4,24-03-23,21-03-32,585889,12.04,5370.65,228810.84,357078.16,Active,No
L00292,C0117,B003,1,01-04-24,01-04-27,224978,11.01,2062.3,202166.28,22811.72,Active,No
L00293,C0501,B010,2,17-10-22,14-10-32,466745,10.68,4278.5,210642.35,256102.65,Closed,No
L00294,C1114,B007,4,05-11-23,03-11-29,1126567,14.68,10326.86,817067.76,309499.24,Active,No
L00295,C0752,B025,5,29-05-24,28-05-29,1947903,14.45,17855.78,1080761.78,867141.22,Active,No
L00296,C1109,B017,1,08-09-22,08-09-23,4519489,10.27,41428.65,4132542.92,386946.08,Active,No
L00297,C0281,B027,5,25-02-23,24-02-27,4178605,9.94,38303.88,1771005.94,2407599.06,Active,No
L00298,C0291,B002,2,21-07-23,19-07-31,1868063,12.7,17123.91,557053.47,1311009.53,Closed,No
L00299,C0554,B009,5,10-04-23,08-04-30,1058303,9.9,9701.11,229685.32,828617.68,Closed,No
L00300,C1015,B001,4,28-03-22,26-03-29,600968,11.05,5508.87,254374.12,346593.88,Closed,No
L00301,C1091,B002,6,18-08-22,17-08-27,1825789,7.75,16736.4,919214.62,906574.38,Closed,No
L00302,C0689,B030,3,21-02-24,18-02-34,3017595,9.23,27661.29,2866048.7,151546.3,Defaulted,Yes
L00303,C0876,B026,6,29-01-22,29-01-23,2960048,13.96,27133.77,2310699.39,649348.61,Closed,No
L00304,C0589,B028,5,21-07-23,19-07-31,3355707,10.89,30760.65,3228119.24,127587.76,Defaulted,Yes
L00305,C0781,B015,6,07-01-24,06-01-28,4867271,8.55,44616.65,3967847.41,899423.59,Active,No
L00306,C0176,B008,5,16-01-22,15-01-27,2454683,10.2,22501.26,2061126.47,393556.53,Defaulted,Yes
L00307,C1351,B009,6,09-02-23,06-02-33,423852,7.6,3885.31,293491.15,130360.85,Active,No
L00308,C0367,B015,4,11-11-22,11-11-23,4868429,11.02,44627.27,3547240.49,1321188.51,Closed,No
L00309,C1140,B007,4,23-04-23,22-04-24,410410,12.14,3762.09,399209.25,11200.75,Active,No
L00310,C0132,B015,2,23-03-22,22-03-27,2418994,13.63,22174.11,2219754.59,199239.41,Active,No
L00311,C1291,B006,2,10-10-22,07-10-32,2277186,12.75,20874.21,2038637.78,238548.22,Active,No
L00312,C1038,B028,4,27-08-22,24-08-32,1060047,10.04,9717.1,767135.52,292911.48,Active,No
L00313,C0531,B009,1,21-07-23,19-07-29,2012203,11.82,18445.19,500334.87,1511868.13,Closed,No
L00314,C0909,B004,5,15-02-22,15-02-24,2068779,9.4,18963.81,992566.49,1076212.51,Active,No
L00315,C0852,B003,6,30-11-22,28-11-29,4884575,14.51,44775.27,2428061.12,2456513.88,Closed,No
L00316,C0687,B014,6,27-05-22,25-05-28,307153,11.27,2815.57,141668.93,165484.07,Closed,No
L00317,C0308,B030,5,29-10-22,29-10-23,361367,8.35,3312.53,118618.81,242748.19,Active,No
L00318,C1041,B026,5,05-08-22,03-08-28,2726521,15.02,24993.11,1659461.33,1067059.67,Closed,No
L00319,C0781,B025,6,23-01-23,22-01-25,4987926,15.14,45722.66,1127668.43,3860257.57,Closed,No
L00320,C1123,B024,4,18-08-22,16-08-31,4842938,13.36,44393.6,2919307.09,1923630.91,Active,No
L00321,C1351,B017,5,17-05-24,15-05-32,4527141,10.04,41498.79,3796299.45,730841.55,Closed,No
L00322,C0498,B026,3,19-07-22,18-07-26,4925494,11.15,45150.36,2139891.94,2785602.06,Active,No
L00323,C0840,B012,1,06-02-24,04-02-30,1068187,11.98,9791.71,805902.77,262284.23,Active,No
L00324,C0920,B026,4,20-03-22,19-03-26,3139167,12.05,28775.7,2268562.8,870604.2,Closed,No
L00325,C0835,B022,5,26-04-24,26-04-27,1150935,12.34,10550.24,1082539.03,68395.97,Active,No
L00326,C0837,B014,5,25-03-24,25-03-27,2506567,12.11,22976.86,1186251.49,1320315.51,Active,No
L00327,C0032,B006,1,10-10-23,08-10-30,1761818,9.61,16150.0,1620692.81,141125.19,Closed,No
L00328,C0070,B027,4,22-07-23,21-07-24,4041473,13.02,37046.84,3210074.08,831398.92,Active,No
L00329,C0795,B029,4,16-03-22,14-03-28,1210465,8.52,11095.93,740704.93,469760.07,Active,No
L00330,C0690,B029,3,15-12-23,12-12-33,4771957,12.37,43742.94,1876085.0,2895872.0,Active,No
L00331,C0920,B030,4,21-04-22,19-04-30,479481,13.43,4395.24,124186.55,355294.45,Defaulted,Yes
L00332,C0376,B024,5,23-03-23,20-03-32,2526749,8.17,23161.87,2036883.25,489865.75,Closed,No
L00333,C0657,B015,2,08-01-22,06-01-31,3202727,13.28,29358.33,2367217.75,835509.25,Active,No
L00334,C0099,B019,5,14-10-22,12-10-31,912844,12.14,8367.74,352185.11,560658.89,Active,No
L00335,C0366,B005,1,14-05-24,13-05-28,3679331,10.94,33727.2,1575510.73,2103820.27,Active,No
L00336,C0712,B010,2,12-10-22,11-10-24,4924605,9.8,45142.21,4450203.0,474402.0,Active,No
L00337,C0532,B020,1,14-05-23,13-05-27,3781900,12.83,34667.42,1432987.21,2348912.79,Active,No
L00338,C0346,B001,5,25-05-22,25-05-23,905105,15.18,8296.8,330792.79,574312.21,Closed,No
L00339,C0053,B012,2,07-07-23,05-07-28,4612365,15.03,42280.01,3870667.2,741697.8,Active,No
L00340,C0930,B010,1,08-08-23,07-08-25,3677762,11.06,33712.82,2889512.92,788249.08,Active,No
L00341,C0571,B024,6,19-03-23,18-03-25,4237727,15.25,38845.83,1739354.82,2498372.18,Closed,No
L00342,C0153,B011,2,02-04-24,31-03-33,763262,10.18,6996.57,607115.41,156146.59,Active,No
L00343,C1409,B011,1,10-04-23,08-04-30,4402048,8.3,40352.11,3247237.53,1154810.47,Active,No
L00344,C1354,B027,6,24-12-23,23-12-24,4472954,15.09,41002.08,2030818.44,2442135.56,Closed,No
L00345,C0451,B022,2,05-10-23,03-10-28,166862,11.26,1529.57,66199.33,100662.67,Active,No
L00346,C0407,B021,1,12-05-23,09-05-32,1669549,14.36,15304.2,1313682.21,355866.79,Active,No
L00347,C1143,B020,2,07-02-24,06-02-27,1896748,7.81,17386.86,384201.8,1512546.2,Active,No
L00348,C0481,B021,3,06-12-23,04-12-31,2306823,11.74,21145.88,1593328.59,713494.41,Closed,No
L00349,C1369,B016,4,04-07-22,02-07-29,2617426,12.28,23993.07,2283844.17,333581.83,Closed,No
L00350,C0589,B014,4,11-07-23,09-07-29,4134576,9.48,37900.28,1804055.16,2330520.84,Active,No
L00351,C1353,B004,3,12-03-23,10-03-30,1071561,13.14,9822.64,365354.67,706206.33,Defaulted,Yes
L00352,C1231,B014,6,03-03-24,02-03-28,4157894,7.73,38114.03,3626085.48,531808.52,Closed,No
L00353,C0838,B002,5,02-10-22,30-09-28,4357112,9.59,39940.19,1621215.75,2735896.25,Closed,No
L00354,C0817,B009,1,22-11-22,21-11-27,3549639,11.38,32538.36,1821329.41,1728309.59,Active,No
L00355,C0917,B014,2,13-08-22,10-08-32,2950797,14.5,27048.97,2092153.3,858643.7,Active,No
L00356,C1257,B020,3,03-07-23,02-07-26,1829737,12.34,16772.59,1507047.51,322689.49,Active,No
L00357,C1444,B011,3,21-01-22,19-01-31,277148,8.01,2540.52,233339.3,43808.7,Active,No
L00358,C0322,B027,5,20-02-22,18-02-29,4450743,14.38,40798.48,1639523.38,2811219.62,Active,No
L00359,C0679,B014,2,23-08-22,21-08-31,2534269,13.37,23230.8,2131391.99,402877.01,Defaulted,Yes
L00360,C1079,B004,5,14-01-22,12-01-29,402618,13.83,3690.67,352848.61,49769.39,Closed,No
L00361,C1294,B025,6,13-02-22,12-02-26,1416554,7.77,12985.08,604120.3,812433.7,Active,No
L00362,C0821,B005,6,07-02-24,05-02-29,1137191,14.4,10424.25,967063.44,170127.56,Active,No
L00363,C0851,B001,1,20-03-22,18-03-31,719836,12.34,6598.5,434498.57,285337.43,Closed,No
L00364,C0398,B027,5,05-06-22,04-06-27,901587,13.78,8264.55,711080.51,190506.49,Closed,No
L00365,C0940,B007,1,12-03-23,10-03-28,4397950,15.25,40314.54,3495432.11,902517.89,Active,No
L00366,C0456,B014,5,14-08-23,12-08-28,4054392,11.37,37165.26,2032323.1,2022068.9,Active,No
L00367,C1018,B024,4,21-12-23,19-12-29,4572838,13.6,41917.68,2767823.62,1805014.38,Active,No
L00368,C0051,B013,2,02-01-24,31-12-31,1008522,10.46,9244.79,566604.08,441917.92,Active,No
L00369,C1291,B003,1,31-07-23,28-07-32,1013925,8.85,9294.31,724200.85,289724.15,Active,No
L00370,C0826,B020,4,04-06-24,02-06-33,4208836,13.28,38581.0,2839817.92,1369018.08,Active,No
L00371,C0844,B010,6,04-08-23,02-08-29,2049762,14.17,18789.49,506591.23,1543170.77,Active,No
L00372,C0012,B009,6,07-02-22,06-02-26,2796459,13.54,25634.21,2100694.63,695764.37,Active,No
L00373,C1336,B008,3,24-03-24,22-03-32,4199738,13.17,38497.6,2673011.4,1526726.6,Active,No
L00374,C0167,B030,1,11-06-23,09-06-30,4754060,13.09,43578.88,4216481.96,537578.04,Defaulted,Yes
L00375,C0249,B006,2,20-01-23,18-01-31,1167722,14.46,10704.12,940611.01,227110.99,Active,No
L00376,C1283,B026,5,27-04-22,25-04-30,427675,8.62,3920.35,388500.94,39174.06,Active,No
L00377,C0241,B014,3,14-06-24,13-06-29,4689282,11.68,42985.08,2506505.05,2182776.95,Active,No
L00378,C0595,B017,6,22-09-23,21-09-27,3217473,13.92,29493.5,2094730.35,1122742.65,Active,No
L00379,C0948,B007,3,02-01-24,01-01-27,3214298,8.81,29464.4,1978412.72,1235885.28,Active,No
L00380,C0308,B016,1,03-01-24,02-01-25,4075113,9.99,37355.2,847040.56,3228072.44,Active,No
L00381,C0678,B004,1,12-07-22,09-07-32,1771578,11.25,16239.47,1337959.73,433618.27,Active,No
L00382,C0463,B012,6,10-06-22,10-06-23,660124,14.92,6051.14,317098.64,343025.36,Active,No
L00383,C1197,B024,3,09-10-22,07-10-28,2483938,12.5,22769.43,2127750.09,356187.91,Closed,No
L00384,C0415,B003,5,17-02-23,16-02-26,2236992,8.32,20505.76,1451561.37,785430.63,Closed,No
L00385,C0260,B026,5,10-08-22,07-08-32,2448688,12.66,22446.31,839067.94,1609620.06,Active,No
L00386,C1239,B009,6,28-01-23,25-01-33,2869584,12.85,26304.52,1895430.74,974153.26,Closed,No
L00387,C0444,B003,5,30-04-23,29-04-26,1855791,8.65,17011.42,620724.07,1235066.93,Closed,No
L00388,C0107,B005,5,02-05-23,30-04-31,102070,10.9,935.64,46816.48,55253.52,Closed,No
L00389,C0494,B018,4,29-04-23,27-04-30,2843824,13.69,26068.39,1257102.89,1586721.11,Closed,No
L00390,C0650,B017,1,25-12-23,22-12-33,4080209,14.24,37401.92,1974793.84,2105415.16,Closed,No
L00391,C1148,B015,4,20-06-22,19-06-27,2429824,12.98,22273.39,1868724.53,561099.47,Closed,No
L00392,C0749,B028,4,26-07-23,24-07-29,3752512,13.33,34398.03,2708089.22,1044422.78,Active,No
L00393,C0392,B013,3,07-08-22,06-08-25,4795892,14.97,43962.34,4321270.72,474621.28,Defaulted,Yes
L00394,C0012,B019,3,11-01-22,10-01-28,1742792,8.25,15975.59,964921.98,777870.02,Active,No
L00395,C0560,B002,6,13-01-23,12-01-28,2228695,12.63,20429.7,1342197.43,886497.57,Active,No
L00396,C0562,B021,1,12-02-23,09-02-33,468405,14.09,4293.71,466807.87,1597.13,Closed,No
L00397,C1005,B006,4,02-06-24,31-05-33,4049434,13.96,37119.81,4040465.56,8968.44,Closed,No
L00398,C0314,B023,6,09-02-22,08-02-25,3199874,14.47,29332.18,713794.54,2486079.46,Closed,No
L00399,C0115,B015,6,15-05-22,15-05-23,794783,10.01,7285.51,425731.93,369051.07,Closed,No
L00400,C1342,B020,6,28-05-24,28-05-25,4664103,10.16,42754.28,1968170.0,2695933.0,Closed,No
L00401,C1202,B024,3,20-11-23,17-11-32,2754829,7.61,25252.6,2529454.18,225374.82,Active,No
L00402,C0126,B003,2,12-11-23,09-11-32,3482060,8.68,31918.88,1856296.57,1625763.43,Closed,No
L00403,C1247,B007,6,01-10-22,29-09-31,804380,10.77,7373.48,271935.29,532444.71,Active,No
L00404,C0242,B011,4,13-10-23,10-10-33,127048,14.19,1164.61,57035.86,70012.14,Active,No
L00405,C0186,B006,6,30-03-22,29-03-24,4849539,8.99,44454.11,4579023.38,270515.62,Active,No
L00406,C0446,B021,3,29-08-23,27-08-31,268672,8.15,2462.83,218531.91,50140.09,Closed,No
L00407,C0392,B024,6,12-01-24,11-01-27,2169739,9.98,19889.27,968193.64,1201545.36,Closed,No
L00408,C0647,B014,2,24-01-23,23-01-27,2508172,9.68,22991.58,858806.19,1649365.81,Active,No
L00409,C0901,B009,1,24-07-22,22-07-30,1585723,10.34,14535.79,1559435.78,26287.22,Active,No
L00410,C1293,B022,2,08-01-23,08-01-24,3026443,15.1,27742.39,2475316.94,551126.06,Active,No
L00411,C1439,B014,3,23-08-23,21-08-28,3335324,9.16,30573.8,1082524.04,2252799.96,Active,No
L00412,C0551,B003,5,18-12-23,17-12-27,4325889,9.57,39653.98,2774144.88,1551744.12,Closed,No
L00413,C1349,B021,2,24-04-23,22-04-31,2288134,8.62,20974.56,515192.68,1772941.32,Active,No
L00414,C1206,B029,1,24-08-23,22-08-29,2809444,13.11,25753.24,1398614.83,1410829.17,Active,No
L00415,C0864,B016,3,07-10-23,05-10-29,3110538,12.68,28513.27,2785372.56,325165.44,Active,No
L00416,C0957,B018,2,13-04-22,13-04-23,1669605,11.01,15304.71,1553599.27,116005.73,Active,No
L00417,C1497,B013,4,24-09-23,23-09-27,3928943,9.52,36015.31,2651485.69,1277457.31,Closed,No
L00418,C0083,B030,2,18-01-23,16-01-32,2934328,8.36,26898.01,1719651.4,1214676.6,Active,No
L00419,C0059,B006,5,13-03-23,12-03-26,2359563,14.88,21629.33,2272696.99,86866.01,Active,No
L00420,C0286,B005,6,04-09-23,02-09-29,4496347,13.81,41216.51,1613153.13,2883193.87,Defaulted,Yes
L00421,C0709,B015,4,25-02-22,24-02-25,858318,11.18,7867.91,384027.64,474290.36,Closed,No
L00422,C0630,B003,2,06-11-23,05-11-27,1337244,14.36,12258.07,481842.75,855401.25,Active,No
L00423,C1138,B028,3,24-03-23,23-03-24,856374,11.32,7850.1,667378.69,188995.31,Active,No
L00424,C1432,B007,4,19-12-22,17-12-29,938134,14.15,8599.56,540966.11,397167.89,Closed,No
L00425,C0264,B011,2,25-12-23,23-12-30,2136267,13.69,19582.45,1731326.78,404940.22,Active,No
L00426,C0711,B016,6,17-10-22,14-10-32,3661739,7.72,33565.94,2481015.28,1180723.72,Active,No
L00427,C0697,B017,1,16-09-23,13-09-33,1594514,12.29,14616.38,1298373.11,296140.89,Active,No
L00428,C0385,B002,2,12-02-23,11-02-28,748184,10.98,6858.35,536045.27,212138.73,Active,No
L00429,C0584,B010,4,14-12-22,12-12-30,3321783,7.78,30449.68,2402432.88,919350.12,Active,No
L00430,C0218,B015,1,08-03-23,06-03-29,1605905,12.99,14720.8,531288.46,1074616.54,Closed,No
L00431,C0654,B005,5,14-04-22,12-04-31,3492970,10.57,32018.89,2944015.55,548954.45,Active,No
L00432,C0823,B014,1,11-04-23,09-04-28,197212,10.9,1807.78,116140.42,81071.58,Defaulted,Yes
L00433,C0923,B017,3,30-01-24,28-01-32,1072729,13.2,9833.35,732576.11,340152.89,Closed,No
L00434,C0367,B014,5,14-05-24,13-05-31,4588107,14.46,42057.65,4484490.09,103616.91,Active,No
L00435,C1450,B019,3,23-03-22,22-03-26,1361539,11.62,12480.77,279885.29,1081653.71,Defaulted,Yes
L00436,C0082,B004,4,22-09-23,20-09-31,3916727,10.44,35903.33,2146015.59,1770711.41,Active,No
L00437,C0607,B025,1,06-09-23,03-09-32,3197882,9.64,29313.92,1285105.48,1912776.52,Active,No
L00438,C0610,B021,1,28-10-22,25-10-32,3093771,8.39,28359.57,1650985.29,1442785.71,Active,No
L00439,C0359,B003,5,20-01-24,19-01-26,407126,8.51,3731.99,254459.79,152666.21,Active,No
L00440,C0939,B023,5,29-05-22,28-05-26,4239361,14.85,38860.81,2309944.88,1929416.12,Active,No
L00441,C0669,B012,1,04-05-24,04-05-27,4491929,12.37,41176.02,2943357.24,1548571.76,Active,No
L00442,C0162,B011,6,12-01-24,10-01-29,948278,10.88,8692.55,479383.35,468894.65,Defaulted,Yes
L00443,C1338,B024,1,23-01-22,21-01-29,1642919,15.22,15060.09,1577673.93,65245.07,Active,No
L00444,C1261,B017,5,23-03-24,22-03-28,1707623,13.05,15653.21,1121423.51,586199.49,Defaulted,Yes
L00445,C0895,B009,6,20-02-22,19-02-25,3239322,9.71,29693.78,2133640.38,1105681.62,Active,No
L00446,C1389,B010,3,19-11-23,18-11-24,483713,10.76,4434.04,330713.64,152999.36,Defaulted,Yes
L00447,C0948,B020,6,20-01-22,19-01-28,3575608,8.28,32776.41,2595069.84,980538.16,Active,No
L00448,C1253,B010,6,19-08-22,16-08-32,251606,14.12,2306.39,193033.84,58572.16,Active,No
L00449,C0797,B016,5,26-08-23,25-08-24,3629630,10.24,33271.61,2569117.92,1060512.08,Active,No
L00450,C1022,B007,5,24-11-22,23-11-25,3005531,12.88,27550.7,2579055.05,426475.95,Active,No
L00451,C0161,B021,4,19-09-22,17-09-31,3480090,15.38,31900.83,785850.29,2694239.71,Closed,No
L00452,C0623,B010,3,27-03-22,25-03-30,1841065,12.9,16876.43,1469922.34,371142.66,Active,No
L00453,C0721,B019,4,31-01-22,29-01-29,1407788,15.47,12904.72,985296.97,422491.03,Active,No
L00454,C0481,B013,5,24-01-22,23-01-25,2481422,10.53,22746.37,1600893.35,880528.65,Active,No
L00455,C0227,B019,3,20-05-24,20-05-27,1135942,14.42,10412.8,315319.16,820622.84,Active,No
L00456,C0446,B014,5,25-02-24,23-02-29,3464809,10.06,31760.75,2217672.78,1247136.22,Active,No
L00457,C1297,B025,6,07-01-23,05-01-29,986162,11.52,9039.82,721266.72,264895.28,Closed,No
L00458,C0951,B010,4,30-06-23,29-06-26,3389788,14.89,31073.06,1288388.49,2101399.51,Active,No
L00459,C0685,B025,4,01-07-22,30-06-25,3455899,12.97,31679.07,1488546.41,1967352.59,Active,No
L00460,C0857,B014,2,11-04-22,11-04-23,3315801,12.45,30394.84,2202110.53,1113690.47,Active,No
L00461,C1500,B014,1,22-05-22,20-05-28,4322500,12.38,39622.92,4318730.38,3769.62,Active,No
L00462,C0759,B001,6,20-06-22,17-06-32,4875686,14.57,44693.79,3414911.46,1460774.54,Closed,No
L00463,C0331,B015,3,01-11-23,31-10-27,3366015,8.9,30855.14,2159789.68,1206225.32,Closed,No
L00464,C0064,B007,5,31-12-23,29-12-31,1775920,11.17,16279.27,813689.89,962230.11,Active,No
L00465,C0945,B017,6,02-12-23,01-12-25,3821632,13.93,35031.63,3790182.5,31449.5,Closed,No
L00466,C0502,B015,6,07-05-24,07-05-26,2878803,7.56,26389.03,2584210.39,294592.61,Defaulted,Yes
L00467,C0790,B003,4,03-02-22,02-02-27,3508683,14.57,32162.93,3135535.16,373147.84,Defaulted,Yes
L00468,C1094,B023,1,05-07-23,03-07-31,1114870,11.35,10219.64,861388.57,253481.43,Closed,No
L00469,C1486,B025,1,14-01-24,12-01-30,601523,10.7,5513.96,261283.82,340239.18,Active,No
L00470,C0299,B028,3,08-06-23,05-06-33,3791371,13.53,34754.23,2058224.72,1733146.28,Active,No
L00471,C0291,B030,2,25-04-22,23-04-30,1517284,9.18,13908.44,748281.39,769002.61,Closed,No
L00472,C1453,B016,2,10-04-22,09-04-27,2868456,10.24,26294.18,2047011.83,821444.17,Active,No
L00473,C0529,B019,3,07-12-23,04-12-33,3830179,7.79,35109.97,1779229.11,2050949.89,Active,No
L00474,C0760,B019,3,24-05-22,23-05-27,1341715,9.95,12299.05,828406.28,513308.72,Active,No
L00475,C1461,B015,6,04-01-24,02-01-29,1427937,8.74,13089.42,934030.65,493906.35,Active,No
L00476,C0787,B009,6,04-04-24,03-04-28,1178381,7.72,10801.83,373807.1,804573.9,Active,No
L00477,C0532,B012,6,05-08-22,03-08-31,4992490,13.46,45764.49,2208504.11,2783985.89,Active,No
L00478,C0705,B021,2,14-06-23,11-06-33,3504471,14.32,32124.32,2038128.38,1466342.62,Defaulted,Yes
L00479,C0994,B021,2,18-11-22,16-11-31,4490072,11.36,41158.99,2242746.36,2247325.64,Closed,No
L00480,C0702,B008,3,11-05-23,10-05-27,3286600,9.29,30127.17,694741.48,2591858.52,Defaulted,Yes
L00481,C0941,B019,6,12-10-22,12-10-23,1103205,14.22,10112.71,794304.65,308900.35,Active,No
L00482,C0745,B022,1,16-05-24,15-05-31,4496623,12.51,41219.04,4130183.02,366439.98,Closed,No
L00483,C1096,B028,6,04-12-22,02-12-31,4356518,14.48,39934.75,1105502.09,3251015.91,Active,No
L00484,C0502,B009,6,28-03-24,28-03-27,569550,13.02,5220.88,317413.79,252136.21,Active,No
L00485,C0364,B002,5,29-10-23,27-10-28,2155939,11.92,19762.77,825017.37,1330921.63,Closed,No
L00486,C0272,B017,3,04-04-22,04-04-23,1693954,9.16,15527.91,1332582.46,361371.54,Defaulted,Yes
L00487,C0105,B011,6,07-09-22,06-09-24,4976049,9.07,45613.78,2895193.91,2080855.09,Active,No
L00488,C1111,B019,2,30-04-22,27-04-32,3806909,11.4,34896.67,1015336.77,2791572.23,Active,No
L00489,C0229,B024,4,06-08-23,05-08-27,180551,12.21,1655.05,120133.37,60417.63,Closed,No
L00490,C0834,B020,3,13-10-23,11-10-31,3927339,12.55,36000.61,3902950.81,24388.19,Active,No
L00491,C1322,B010,3,03-12-22,01-12-31,4355481,9.49,39925.24,2555028.49,1800452.51,Active,No
L00492,C0229,B025,2,09-10-22,07-10-30,4808226,7.55,44075.41,2896714.91,1911511.09,Closed,No
